Price,Close,High,Low,Open,Volume,MA20,MA50,MA120,RSI,MACD,MACD_Signal,MACD_Histogram,MA_Signal,MA20_prev,MA50_prev,Filtered_Signal,Equity
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,
2020-05-07,9951.5185546875,9992.6640625,9138.322265625,9261.8955078125,61112700562,8125.3048095703125,7261.55185546875,8105.130891927083,92.18431400095729,630.0976890195552,476.8250009171055,153.2726881024497,0,7982.538110351563,7167.29025390625,0,100000
2020-05-08,9842.666015625,9996.7431640625,9767.1728515625,9936.162109375,51780748042,8254.554858398438,7334.581318359375,8121.4941813151045,88.49513087590758,667.9632945200883,515.052659637714,152.91063488237432,0,8125.3048095703125,7261.55185546875,0,100000
2020-05-09,9593.896484375,9913.86328125,9580.64453125,9840.90625,46566121841,8374.778442382812,7402.483681640625,8133.388700358073,81.56097208870057,670.1738634617468,546.0769004025284,124.09696305921841,0,8254.554858398438,7334.581318359375,0,100000
2020-05-10,8756.4306640625,9595.5810546875,8395.107421875,9591.1689453125,63325279337,8468.50205078125,7453.910966796875,8139.379475911458,63.68293549340814,597.4646372180068,556.3544477656262,41.11018945238061,0,8374.778442382812,7402.483681640625,0,100000
2020-05-11,8601.7958984375,9033.470703125,8374.3232421875,8755.53515625,57119858802,8554.57568359375,7509.341787109375,8142.7903238932295,60.146265676567864,521.354899008893,549.3545380142784,-27.99963900538546,0,8468.50205078125,7453.910966796875,0,100000
2020-05-12,8804.4775390625,8949.8984375,8569.6435546875,8610.3857421875,42142717533,8638.939184570312,7557.1050390625,8148.2926839192705,61.97643682837843,471.9511870837341,533.8738678281677,-61.92268074443359,0,8554.57568359375,7509.341787109375,0,100000
2020-05-13,9269.9873046875,9317.87890625,8805.3876953125,8805.3876953125,45558144023,8730.952319335938,7607.8087109375,8151.977872721354,56.449372178591055,464.9997397184743,520.0990422062276,-55.099302487753334,0,8638.939184570312,7557.1050390625,0,100000
2020-05-14,9733.7216796875,9793.2685546875,9255.03515625,9271.3291015625,56426907637,8840.093359375,7668.861884765625,8159.700463867188,63.58609459321384,491.2462834538692,514.3284904557555,-23.08220700188633,0,8730.952319335938,7607.8087109375,0,100000
2020-05-15,9328.197265625,9755.828125,9261.3984375,9734.291015625,48158802327,8928.006420898437,7721.097021484375,8164.737223307292,55.57519874039252,473.8628646834277,506.2353653012894,-32.372500617861704,0,8840.093359375,7668.861884765625,0,100000
2020-05-16,9377.013671875,9564.205078125,9260.6943359375,9333.240234375,36164766408,9012.863745117187,7779.241328125,8168.470353190104,54.758651054110736,458.7373041674309,496.7357530745171,-37.998448907086185,0,8928.006420898437,7721.097021484375,0,100000
2020-05-17,9670.7392578125,9823.001953125,9349.5458984375,9374.9296875,40084250663,9106.620654296876,7847.812236328125,8174.536442057291,59.02559513971607,465.0895722518235,490.406516909978,-25.31694465815451,0,9012.863745117187,7779.241328125,0,100000
2020-05-18,9726.5751953125,9906.0302734375,9570.359375,9675.6953125,41827139896,9202.596484375,7923.902880859375,8183.039192708334,59.410762971238206,469.2202902906174,486.16927158610565,-16.948981295488238,0,9106.620654296876,7847.812236328125,0,100000
2020-05-19,9729.0380859375,9836.0478515625,9539.6240234375,9727.0634765625,39254288955,9248.996484375,7989.886806640625,8191.9674886067705,58.568090403783934,467.3058163952355,482.3965805479316,-15.090764152696067,0,9202.596484375,7923.902880859375,0,100000
2020-05-20,9522.9814453125,9804.7939453125,9447.201171875,9725.3291015625,36546239703,9292.21787109375,8051.573544921875,8198.443212890625,53.043215789497076,444.04316374638074,474.7258971876213,-30.682733441240543,0,9248.996484375,7989.886806640625,0,100000
2020-05-21,9081.76171875,9555.2421875,8869.9306640625,9522.740234375,39326160532,9303.067626953125,8101.073251953125,8201.783927408855,38.94926641614577,385.5606791182636,456.89285357374945,-71.33217445548587,0,9292.21787109375,8051.573544921875,0,100000
2020-05-22,9182.5771484375,9232.9365234375,9008.638671875,9080.3349609375,29810773699,9312.766650390626,8148.8523046875,8208.251106770833,41.5960484465152,343.3893453784949,434.19215193469813,-90.80280655620322,0,9303.067626953125,8101.073251953125,0,100000
2020-05-23,9209.287109375,9302.501953125,9118.1083984375,9185.0625,27727866812,9328.357568359375,8198.370302734374,8214.616544596354,44.80986094791991,308.56653348908003,409.0670282455742,-100.50049475649416,0,9312.766650390626,8148.8523046875,0,100000
2020-05-24,8790.3681640625,9288.404296875,8787.2509765625,9212.283203125,32518803300,9322.24326171875,8236.827119140626,8218.137548828125,50.51629373833392,244.34967946227334,376.1235584889137,-131.77387902664037,0,9328.357568359375,8198.370302734374,0,100000
2020-05-25,8906.9345703125,8951.005859375,8719.66796875,8786.107421875,31288157264,9317.436474609374,8279.14322265625,8220.721752929687,54.69649582269166,200.55135098351093,341.0091169878329,-140.45776600432197,0,9322.24326171875,8236.827119140626,0,100000
2020-05-26,8835.052734375,8991.9677734375,8757.2939453125,8909.5859375,29584186947,9295.751025390626,8310.40865234375,8220.098697916666,50.49033626145421,158.2168380944604,304.4506612091582,-146.23382311469783,0,9317.436474609374,8279.14322265625,0,100000
2020-05-27,9181.017578125,9203.3203125,8834.1572265625,8837.380859375,32740536902,9257.2259765625,8350.500712890625,8218.618929036458,48.516297520252,150.84377839564877,273.72928464645616,-122.8855062508074,0,9295.751025390626,8310.40865234375,0,100000
2020-05-28,9525.7509765625,9546.3193359375,9148.45703125,9184.9453125,34367073114,9241.380224609375,8394.333759765625,8220.361604817708,46.388434960218206,170.8479781132064,253.15302333980617,-82.30504522659976,0,9257.2259765625,8350.500712890625,0,100000
2020-05-29,9439.1240234375,9573.6669921875,9379.3388671875,9528.35546875,32896642044,9233.6416015625,8437.074453125,8219.779361979166,52.16625479683101,177.6634439369427,238.05510745923343,-60.39166352229071,0,9241.380224609375,8394.333759765625,0,100000
2020-05-30,9700.4140625,9704.0302734375,9366.7294921875,9438.9140625,32722975141,9280.840771484374,8493.77287109375,8222.695068359375,55.83163928721865,201.8220145371033,230.80848887480738,-28.986474337704067,0,9233.6416015625,8437.074453125,0,100000
2020-05-31,9461.05859375,9700.34375,9432.296875,9700.10546875,27773290299,9323.80390625,8545.8123828125,8223.263264973959,46.143361972869734,199.3559625752605,224.51798361489804,-25.16202103963755,0,9280.840771484374,8493.77287109375,0,100000
2020-06-01,10167.2685546875,10199.5654296875,9450.8994140625,9463.60546875,35198901068,9391.94345703125,8609.73591796875,8230.120792643229,56.5407819428211,251.4874401321158,229.91187491834157,21.57556521377424,0,9323.80390625,8545.8123828125,0,100000
2020-06-02,9529.8037109375,10182.3408203125,9460.5712890625,10162.9736328125,39137252109,9404.93427734375,8663.431240234375,8232.089811197917,47.51194295674096,238.61367004492968,231.65223394365918,6.961436101270493,0,9391.94345703125,8609.73591796875,0,100000
2020-06-03,9656.7177734375,9682.859375,9471.8466796875,9533.7607421875,25007459262,9401.08408203125,8719.717041015625,8236.054435221355,51.703789926705646,235.93227362943435,232.5082418808142,3.4240317486201377,0,9404.93427734375,8663.431240234375,0,100000
2020-06-04,9800.63671875,9887.6103515625,9525.2470703125,9655.8544921875,25921805072,9424.7060546875,8782.887578125,8237.614542643229,59.90903579232119,242.6234237330773,234.53127825126683,8.092145481810462,0,9401.08408203125,8719.717041015625,0,100000
2020-06-05,9665.533203125,9869.2373046875,9663.216796875,9800.2158203125,23509628646,9439.13203125,8833.862158203125,8237.078971354167,56.59477071714682,234.3234039467261,234.48970339035867,-0.16629944363256755,0,9424.7060546875,8782.887578125,0,100000
2020-06-06,9653.6796875,9773.431640625,9591.0244140625,9664.904296875,20438419222,9438.279052734375,8885.012060546875,8235.893440755208,56.092906725336775,224.20461055903434,232.43268482409385,-8.228074265059519,0,9439.13203125,8833.862158203125,0,100000
2020-06-07,9758.8525390625,9768.498046875,9458.150390625,9653.0029296875,25015250846,9439.892919921875,8935.035810546875,8235.007885742187,64.52847160164663,222.1115606051444,230.36845998030398,-8.256899375159577,0,9438.279052734375,8885.012060546875,0,100000
2020-06-08,9771.4892578125,9782.306640625,9675.8857421875,9760.0634765625,21486346312,9442.015478515625,8986.677099609375,8232.13134765625,63.386817862074516,218.94857227901957,228.0844824400471,-9.135910161027539,0,9439.892919921875,8935.035810546875,0,100000
2020-06-09,9795.7001953125,9836.369140625,9664.7197265625,9774.3603515625,23717842783,9455.651416015626,9044.95193359375,8231.623754882812,65.09760695141615,215.9066550339394,225.6489169588256,-9.742261924886208,0,9442.015478515625,8986.677099609375,0,100000
2020-06-10,9870.0947265625,9908.896484375,9728.291015625,9794.119140625,25706567601,9495.06806640625,9104.74736328125,8228.805908203125,61.84027844198941,216.99749578344563,223.91863272374962,-6.921136940303995,0,9455.651416015626,9044.95193359375,0,100000
2020-06-11,9321.78125,9938.2978515625,9263.0693359375,9870.078125,30247143440,9502.028271484374,9148.838837890626,8220.436962890624,46.72439431915736,171.63927414744285,213.46276100848826,-41.82348686104541,0,9495.06806640625,9104.74736328125,0,100000
2020-06-12,9480.84375,9540.4658203125,9285.8515625,9320.6904296875,22610564515,9515.606103515625,9189.861220703126,8214.324161783854,50.65475546406086,146.8349107907252,200.13719096493566,-53.302280174210466,0,9502.028271484374,9148.838837890626,0,100000
2020-06-13,9475.27734375,9493.2119140625,9396.009765625,9480.7353515625,17564322315,9549.8515625,9228.34875,8207.350504557291,46.15830950954207,125.28391786105567,185.16653634415968,-59.88261848310401,0,9515.606103515625,9189.861220703126,0,100000
2020-06-14,9386.7880859375,9482.2705078125,9347.59375,9477.5537109375,18991732746,9573.84423828125,9264.685791015625,8203.161865234375,48.663868602238566,99.91254621342705,168.11573831801317,-68.20319210458612,0,9549.8515625,9228.34875,0,100000
2020-06-15,9450.7021484375,9504.8603515625,8990.17578125,9386.03515625,26699704768,9604.626708984375,9300.102490234374,8199.13076985677,33.23441350013526,83.99463188801928,151.2915170320144,-67.29688514399513,0,9573.84423828125,9264.685791015625,0,100000
2020-06-16,9538.0244140625,9579.4306640625,9400.4453125,9454.2666015625,21565537209,9622.47705078125,9334.95095703125,8197.863118489584,50.25902207933991,77.53199077340287,136.53961178029212,-59.00762100688925,0,9604.626708984375,9300.102490234374,0,100000
2020-06-17,9480.2548828125,9540.4228515625,9327.33984375,9533.7841796875,20177709879,9620.20224609375,9368.4148828125,8192.348608398437,44.18661213753592,66.97672630501802,122.62703468523729,-55.65030838021927,0,9622.47705078125,9334.95095703125,0,100000
2020-06-18,9411.8408203125,9482.7822265625,9328.3955078125,9481.5673828125,17770083003,9618.8380859375,9380.6309375,8190.502392578125,36.52095661200255,52.486143124693626,108.59885637312857,-56.11271324843494,0,9620.20224609375,9368.4148828125,0,100000
2020-06-19,9288.0185546875,9440.8759765625,9274.2958984375,9410.2939453125,19632223107,9598.218310546876,9393.220234375,8187.831917317709,36.80888018371852,30.657447529227284,93.0105746043483,-62.35312707512102,0,9618.8380859375,9380.6309375,0,100000
2020-06-20,9332.3408203125,9394.9716796875,9247.3798828125,9290.9599609375,17130541557,9591.782421875,9402.57171875,8184.881079101562,39.0208957693958,16.741494254736608,77.75675853442597,-61.01526427968936,0,9598.218310546876,9393.220234375,0,100000
2020-06-21,9303.6298828125,9401.107421875,9300.4306640625,9330.9267578125,15324301169,9548.60048828125,9408.8723828125,8181.884814453125,33.58906547925838,3.3575680854264647,62.876920444626066,-59.5193523591996,0,9591.782421875,9402.57171875,0,100000
2020-06-22,9648.7177734375,9655.0732421875,9296.8720703125,9300.9150390625,21104009514,9554.54619140625,9423.89736328125,8179.586499023438,46.4298168988326,20.361663012641657,54.373868958229195,-34.01220594558754,0,9548.60048828125,9408.8723828125,0,100000
2020-06-23,9629.658203125,9670.541015625,9547.2470703125,9644.076171875,17006433272,9553.193212890625,9438.23744140625,8179.41552734375,45.157004906599155,31.931498020900108,49.88539477076338,-17.95389674986327,0,9554.54619140625,9423.89736328125,0,100000
2020-06-24,9313.6103515625,9680.3671875,9278.2333984375,9632.1494140625,18961716076,9528.84189453125,9444.4482421875,8179.181404622396,35.774229046296156,15.420527889404184,42.992421394491544,-27.57189350508736,0,9553.193212890625,9438.23744140625,0,100000
2020-06-25,9264.8134765625,9340.1611328125,9095.32421875,9314.126953125,18616048626,9508.805908203125,9444.36927734375,8182.8838297526045,48.044207252676955,-1.5837735432924092,34.07718240693475,-35.66095595022716,0,9528.84189453125,9444.4482421875,0,100000
2020-06-26,9162.91796875,9310.5166015625,9101.73828125,9260.9951171875,18341465837,9484.267822265625,9428.597265625,8186.037361653646,38.6391680625349,-23.016591142679317,22.658427697011934,-45.67501883969125,0,9508.805908203125,9444.36927734375,0,100000
2020-06-27,9045.390625,9207.810546875,8998.216796875,9167.82421875,17273093144,9448.5947265625,9412.6517578125,8189.145157877604,35.77645258515956,-48.92177870023261,8.342386417563024,-57.26416511779563,0,9484.267822265625,9428.597265625,0,100000
2020-06-28,9143.58203125,9197.546875,8975.525390625,9048.4609375,14560870760,9417.199365234375,9403.64546875,8193.6791015625,42.00443949882592,-60.82742666584272,-5.49157619911813,-55.335850466724594,0,9448.5947265625,9412.6517578125,0,100000
2020-06-29,9190.8544921875,9237.5732421875,9041.8759765625,9140.029296875,16460547078,9386.957080078126,9412.3339453125,8198.915771484375,41.362827216293525,-65.69100388970764,-17.53146173723604,-48.1595421524716,0,9417.199365234375,9403.64546875,0,100000
2020-06-30,9137.9931640625,9217.8359375,9084.837890625,9185.5810546875,15735797744,9350.352001953124,9423.057890625,8201.151798502604,36.391451735286566,-72.96973815547972,-28.619117020884776,-44.350621134594945,0,9386.957080078126,9412.3339453125,0,100000
2020-07-01,9228.3251953125,9309.7548828125,9104.7353515625,9145.9853515625,15971550355,9345.67919921875,9431.53484375,8204.822957356771,41.61543371741253,-70.63491718388468,-37.022277053484764,-33.61264013039992,0,9350.352001953124,9423.057890625,0,100000
2020-07-02,9123.41015625,9274.962890625,9036.623046875,9231.1396484375,16338916796,9327.80751953125,9428.60330078125,8207.890991210938,40.62832574447494,-76.36997046532088,-44.89181573585199,-31.478154729468883,0,9345.67919921875,9431.53484375,0,100000
2020-07-03,9087.3037109375,9202.3447265625,9058.794921875,9124.8427734375,13078970999,9308.408837890625,9415.67494140625,8207.962166341145,43.0841735343086,-82.87321713490746,-52.488096015663096,-30.385121119244367,0,9327.80751953125,9428.60330078125,0,100000
2020-07-04,9132.48828125,9183.2958984375,9053.6298828125,9084.2333984375,12290528515,9295.69384765625,9411.76076171875,8208.04501953125,43.117974599771195,-83.41946404749797,-58.67436962203008,-24.74509442546789,0,9308.408837890625,9415.67494140625,0,100000
2020-07-05,9073.9423828125,9162.18359375,8977.015625,9126.0908203125,12903406143,9276.855859375,9405.6993359375,8209.411588541667,42.24983985638479,-87.56711167167487,-64.45291803195904,-23.114193639715822,0,9295.69384765625,9411.76076171875,0,100000
2020-07-06,9375.474609375,9375.474609375,9058.6640625,9072.849609375,17889263252,9268.728369140625,9399.79404296875,8219.972908528645,40.500968571830136,-65.76493603418567,-64.71532163240437,-1.049614401781298,0,9276.855859375,9405.6993359375,0,100000
2020-07-07,9252.27734375,9360.6171875,9201.8154296875,9349.1611328125,13839652595,9257.3294921875,9390.3080859375,8231.044848632813,37.76648955568612,-57.76169918357118,-63.32459714263773,5.562897959066547,0,9268.728369140625,9399.79404296875,0,100000
2020-07-08,9428.3330078125,9450.3359375,9249.5,9253.0205078125,19702359883,9258.1541015625,9384.293984375,8243.699877929688,54.090184893236554,-36.788783269434134,-58.01743436799702,21.228651098562885,0,9257.3294921875,9390.3080859375,0,100000
2020-07-09,9277.9677734375,9431.37890625,9234.9990234375,9427.994140625,18000702524,9257.6515625,9379.3937109375,8255.087691243489,50.43731551259093,-31.932709074710147,-52.800489309339646,20.8677802346295,0,9258.1541015625,9384.293984375,0,100000
2020-07-10,9278.8076171875,9287.4716796875,9118.001953125,9273.357421875,16860035605,9254.97490234375,9383.33462890625,8290.987854003906,54.1302814916083,-27.697190961587694,-47.77982963978926,20.08263867820157,0,9257.6515625,9379.3937109375,0,100000
2020-07-11,9240.3466796875,9293.5322265625,9199.4853515625,9277.51171875,13249910444,9251.8107421875,9384.49001953125,8321.626517740886,57.36316539948496,-27.131235548291443,-43.650110821489704,16.51887527319826,0,9254.97490234375,9383.33462890625,0,100000
2020-07-12,9276.5,9319.4189453125,9197.4501953125,9241.0546875,14452361907,9233.199853515625,9385.83427734375,8355.594299316406,55.266905346774955,-23.494610630588795,-39.61901078330953,16.12440015272073,0,9251.8107421875,9384.49001953125,0,100000
2020-07-13,9243.6142578125,9306.4052734375,9224.29296875,9277.205078125,17519821266,9213.89765625,9394.89919921875,8387.688460286457,52.114729123968395,-23.00102153113221,-36.295412932874065,13.294391401741855,0,9233.199853515625,9385.83427734375,0,100000
2020-07-14,9243.2138671875,9283.841796875,9171.6611328125,9238.703125,18085038362,9210.37783203125,9401.62478515625,8422.927909342448,54.40263342415421,-22.384126495928285,-33.51315564548491,11.129029149556622,0,9213.89765625,9394.89919921875,0,100000
2020-07-15,9192.8369140625,9275.3251953125,9171.93359375,9241.8974609375,15844731575,9206.77900390625,9408.78046875,8455.987972005209,48.4637367468759,-25.664387757646182,-31.943402067917162,6.279014310270981,0,9210.37783203125,9401.62478515625,0,100000
2020-07-16,9132.2275390625,9214.3125,9088.947265625,9191.98046875,15713967523,9205.244482421875,9407.80466796875,8488.436214192709,50.39692413469308,-32.776856161386604,-32.11009288661105,-0.6667632747755547,0,9206.77900390625,9408.78046875,0,100000
2020-07-17,9151.392578125,9182.25390625,9089.2021484375,9131.8125,13944570749,9210.544580078125,9400.3175,8513.104545084636,52.929716621890805,-36.44694275434085,-32.97746286015701,-3.4694798941838414,0,9205.244482421875,9407.80466796875,0,100000
2020-07-18,9159.0400390625,9230.9833984375,9100.82421875,9151.18359375,12252601475,9211.31748046875,9394.7158203125,8537.773392740886,51.25690537498208,-38.296963181112005,-34.041362924348014,-4.255600256763991,0,9210.544580078125,9400.3175,0,100000
2020-07-19,9185.8173828125,9201.3984375,9097.6328125,9158.005859375,12939002784,9211.065625,9384.42388671875,8562.779650878907,55.46015743708141,-37.17389271740285,-34.667868882958984,-2.506023834443866,0,9211.31748046875,9394.7158203125,0,100000
2020-07-20,9164.2314453125,9214.2705078125,9137.509765625,9187.220703125,13755604146,9212.3775390625,9378.48734375,8590.562788899739,35.81347579778827,-37.5923149363407,-35.25275809363533,-2.3395568427053703,0,9211.065625,9384.42388671875,0,100000
2020-07-21,9374.8876953125,9407.2626953125,9149.3896484375,9162.5146484375,18069581956,9219.7056640625,9362.6397265625,8615.217561848958,57.368592177682416,-20.687251531820948,-32.33965678127245,11.652405249451505,0,9212.3775390625,9378.48734375,0,100000
2020-07-22,9525.36328125,9530.5185546875,9319.6533203125,9375.080078125,16532254884,9239.8033203125,9362.55091796875,8638.472224934896,56.016266365365915,4.796957151043898,-24.91233399480918,29.70929114585308,0,9219.7056640625,9362.6397265625,0,100000
2020-07-23,9581.072265625,9610.2470703125,9483.00390625,9527.1416015625,18146399002,9264.491748046876,9361.0380078125,8662.63896891276,71.29310877096697,29.152572266759307,-14.099352742495483,43.25192500925479,0,9239.8033203125,9362.55091796875,0,100000
2020-07-24,9536.892578125,9623.3369140625,9481.4541015625,9585.5146484375,16552768325,9284.711962890626,9355.763125,8686.142736816406,67.08984033988398,44.378078689776885,-2.4038664560410066,46.78194514581789,0,9264.491748046876,9361.0380078125,0,100000
2020-07-25,9677.11328125,9704.556640625,9530.2119140625,9539.4853515625,16610070933,9314.8705078125,9355.9947265625,8712.870361328125,75.48697468791565,66.98685700915667,11.474278236998533,55.512578772158136,0,9284.711962890626,9355.763125,0,100000
2020-07-26,9905.1669921875,10023.8076171875,9652.84765625,9680.234375,20507998997,9341.355126953125,9361.02447265625,8743.395137532552,79.9723999988826,102.12922122877535,29.605266835353905,72.52395439342145,0,9314.8705078125,9355.9947265625,0,100000
2020-07-27,10990.873046875,11298.2216796875,9903.9697265625,9905.2177734375,35359749590,9428.284912109375,9385.6648828125,8785.635388183593,91.5704500137314,215.10756843673335,66.7057271556298,148.40184128110354,0,9341.355126953125,9361.02447265625,0,100000
2020-07-28,10912.8232421875,11204.3271484375,10632.6318359375,11017.4638671875,28766551142,9502.509423828125,9408.4915625,8822.99356689453,88.30762433038736,294.9458043995255,112.35374260440896,182.59206179511654,0,9428.284912109375,9385.6648828125,0,100000
2020-07-29,11100.4677734375,11304.3974609375,10856.1416015625,10912.953125,24617249715,9593.634423828125,9434.5869140625,8861.84209391276,91.175198433777,369.10471629511085,163.70393734254935,205.4007789525615,0,9502.509423828125,9408.4915625,0,100000
2020-07-30,11111.2138671875,11169.3564453125,10895.455078125,11099.8330078125,22857247901,9685.254736328125,9459.409296875,8899.379073079426,93.65506312752692,423.85734441349996,215.7346187567395,208.12272565676045,0,9593.634423828125,9434.5869140625,0,100000
2020-07-31,11323.466796875,11415.8642578125,10987.0537109375,11110.2109375,23160469766,9789.4107421875,9499.4430078125,8937.127758789062,94.15314335988896,478.85627584780923,268.3589501749535,210.4973256728557,0,9685.254736328125,9459.409296875,0,100000
2020-08-01,11759.5927734375,11794.775390625,11239.6826171875,11322.5703125,26075670303,9913.565380859374,9545.01798828125,8979.012805175782,95.02055790363482,551.2802289921983,324.9432059384025,226.3370230537958,0,9789.4107421875,9499.4430078125,0,100000
2020-08-02,11053.6142578125,12034.14453125,11018.1298828125,11758.7646484375,27410067336,10004.065380859374,9576.5847265625,9013.896862792968,76.17879760262929,545.4228754866817,369.0391398480584,176.3837356386233,0,9913.565380859374,9545.01798828125,0,100000
2020-08-03,11246.3486328125,11453.0791015625,11012.4150390625,11043.7685546875,20271713443,10104.222119140624,9613.7759375,9051.023689778645,77.84671252564482,549.9929565778802,405.2299031940228,144.76305338385743,0,10004.065380859374,9576.5847265625,0,100000
2020-08-04,11205.892578125,11385.3818359375,11094.1455078125,11246.203125,21250197042,10204.87490234375,9648.87974609375,9083.807950846354,75.65630616318184,544.0785149306157,432.9996255413414,111.07888938927431,0,10104.222119140624,9613.7759375,0,100000
2020-08-05,11747.0224609375,11786.6171875,11158.28515625,11203.8232421875,24411254471,10335.6146484375,9693.05970703125,9121.896350097657,78.05842768246595,576.4114222308981,461.6819848792527,114.7294373516454,0,10204.87490234375,9648.87974609375,0,100000
2020-08-06,11779.7734375,11902.3359375,11598.7138671875,11749.87109375,23400740340,10467.03369140625,9739.050078125,9158.943640136718,77.93044723550017,597.7872943099665,488.90304676539546,108.884247544571,0,10335.6146484375,9693.05970703125,0,100000
2020-08-07,11601.47265625,11898.0380859375,11408.59375,11778.89453125,23132312867,10589.155322265626,9782.84271484375,9194.771834309895,75.36245445475996,593.4989580017991,509.82222901267625,83.67672898912286,0,10467.03369140625,9739.050078125,0,100000
2020-08-08,11754.0458984375,11800.064453125,11558.431640625,11604.5537109375,17572057837,10717.566748046875,9832.16326171875,9235.50977376302,75.43700093984356,595.5467138065578,526.9671259714526,68.57958783510526,0,10589.155322265626,9782.84271484375,0,100000
2020-08-09,11675.7392578125,11806.056640625,11548.7841796875,11737.3251953125,17489608833,10843.142138671876,9879.03123046875,9275.648575846355,72.51057946305345,584.1175403507259,538.3972088473072,45.72033150341872,0,10717.566748046875,9832.16326171875,0,100000
2020-08-10,11878.111328125,12045.140625,11662.2568359375,11662.2568359375,26114112569,10968.3033203125,9930.520859375,9316.540405273438,64.54764735118849,584.6500899538223,547.6477850686102,37.002304885212084,0,10843.142138671876,9879.03123046875,0,100000
2020-08-11,11410.525390625,11932.7109375,11195.708984375,11881.6474609375,27039782640,11062.56142578125,9965.75701171875,9354.586136881511,57.236234744751734,541.1043489727308,546.3390978494343,-5.23474887670352,0,10968.3033203125,9930.520859375,0,100000
2020-08-12,11584.9345703125,11748.396484375,11249.60546875,11404.5966796875,25064548486,11162.754541015625,10004.8625390625,9394.10702718099,57.07101603790259,514.7338667026761,540.0180516200827,-25.284184917406606,0,11062.56142578125,9965.75701171875,0,100000
2020-08-13,11784.1376953125,11796.396484375,11216.8720703125,11588.4052734375,27522199497,11275.116796875,10054.2730859375,9436.957259114582,59.30949601720654,504.0981665828949,532.8340746126452,-28.73590802975025,0,11162.754541015625,10004.8625390625,0,100000
2020-08-14,11768.87109375,12150.994140625,11685.455078125,11772.6591796875,24237958589,11379.7046875,10104.35423828125,9475.724483235677,56.517107023707666,488.8027960993204,524.0278189099802,-35.225022810659766,0,11275.116796875,10054.2730859375,0,100000
2020-08-15,11865.6982421875,11963.203125,11768.697265625,11768.697265625,23354924400,11477.73125,10158.40984375,9515.470430501302,51.72366966562217,478.9729443121214,515.0168439904085,-36.04389967828706,0,11379.7046875,10104.35423828125,0,100000
2020-08-16,11892.8037109375,11934.9013671875,11737.1884765625,11866.685546875,20583375490,11522.827783203125,10215.35810546875,9554.09658610026,67.49024463913102,467.9753719045184,505.60854957323045,-37.63317766871205,0,11477.73125,10158.40984375,0,100000
2020-08-17,12254.40234375,12359.056640625,11806.6962890625,11895.658203125,28227687027,11589.90673828125,10277.57451171875,9596.304732259114,69.62808730887635,482.871461992534,501.0611320570912,-18.189670064557163,0,11522.827783203125,10215.35810546875,0,100000
2020-08-18,11991.2333984375,12335.70703125,11954.525390625,12251.8955078125,26043227672,11634.44501953125,10333.58208984375,9638.882023111979,64.07118908248364,468.0458454144482,494.4580747285627,-26.412229314114484,0,11589.90673828125,10277.57451171875,0,100000
