timestamp,action,price,capital,reason,entry_price,pnl,pnl_ratio
2025-03-21 15:00:00,OPEN_LONG,83559.28125,104564.35877400098,MA120/360 Golden Cross,,,
2025-03-31 07:00:00,CLOSE_LONG,81849.046875,102424.20679925995,Signal Reversal,83559.28125,-2140.1519747410384,-0.020467317925858774
2025-03-31 07:00:00,OPEN_SHORT,81849.046875,102424.20679925995,MA120/360 Death Cross,,,
2025-04-01 09:00:00,CLOSE_SHORT,84357.8515625,99284.74042863885,Stop Loss,81849.046875,-3139.466370621102,-0.030651605403926703
2025-04-14 02:00:00,OPEN_LONG,85077.8203125,99284.74042863885,MA120/360 Golden Cross,,,
2025-04-23 04:00:00,CLOSE_LONG,93665.3984375,109306.33550382452,Take Profit,85077.8203125,10021.595075185678,0.10093791887776274
2025-05-31 19:00:00,OPEN_SHORT,104736.578125,109306.33550382452,MA120/360 Death Cross,,,
2025-06-09 17:00:00,CLOSE_SHORT,108397.203125,105485.99392338694,Stop Loss,104736.578125,-3820.34158043759,-0.034950779045226706
2025-06-10 19:00:00,OPEN_LONG,109439.390625,105485.99392338694,MA120/360 Golden Cross,,,
2025-06-12 20:00:00,CLOSE_LONG,106032.4375,102202.1138269373,Stop Loss,109439.390625,-3283.8800964496336,-0.031130958474303912
2025-06-16 19:00:00,OPEN_SHORT,108497.359375,102202.1138269373,MA120/360 Death Cross,,,
2025-06-27 09:00:00,CLOSE_SHORT,107140.4921875,103480.25271938361,Signal Reversal,108497.359375,1278.1388924463056,0.012505992729373742
2025-06-27 09:00:00,OPEN_LONG,107140.4921875,103480.25271938361,MA120/360 Golden Cross,,,
2025-07-11 05:00:00,CLOSE_LONG,117886.609375,113859.2504224047,Take Profit,107140.4921875,10378.997703021094,0.10029930764825945
